x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11
0.753751860600896,0.831083336146548,0.204375414876267,1,0.449365754844621,0.0950637308415025,1,0.896516348933801,0,0.726174592971802,0.194398061838001
0.778072108114138,0.52583987894468,0.190113192424178,1,0.342431127326563,0.124035683926195,1,0.82355465576984,0,0.334600943606347,0.212841004831716
0.740851834132336,0.185606959275901,0.525584972463548,1,0.852454880485311,0.75165442796424,1,0.115711220307276,0,0.0258293901570141,0.197013724595308
0.754502188526094,0.256494941189885,0.461719240760431,1,0.391948540695012,0.900151299312711,1,0.203079428523779,0,0.958046917803586,0.0321468666661531
0.688688290021382,0.156200639437884,0.00259401020593941,1,0.848280548816547,0.921040690271184,1,0.758309172932059,0,0.789827681379393,0.370731384493411
0.701100368816406,0.486108216457069,0.387493579415604,1,0.931492798263207,0.86433993652463,1,0.980151840718463,0,0.0712440519127995,0.253939169924706
0.766524095269851,0.685386228840798,0.0738675703760237,1,0.911928430898115,0.0502447145991027,1,0.430729967774823,0,0.930370083311573,0.337640311103314
0.753246453143656,0.19446733687073,0.800620498601347,1,0.905898150987923,0.568415770307183,1,0.416449088603258,0,0.55776511435397,0.341645961627364
0.737105995714665,0.0605292716063559,0.425883490825072,1,0.652271857019514,0.29933897475712,1,0.671831656480208,0,0.367639751639217,0.637326721800491
0.739562206477858,0.520940525224432,0.192010355414823,1,0.683916134526953,0.312595071038231,1,0.949401919264346,0,0.0757487926166505,0.731256244936958
0.754946440709755,0.947669331915677,0.89223092328757,1,0.774179502390325,0.882160607958212,1,0.666560019599274,0,0.745807016734034,0.0803246912546456
0.779532597884536,0.983226910000667,0.0267389370128512,1,0.00359317916445434,0.473158727865666,1,0.821605641394854,0,0.348907155217603,0.835973122622818
0.732685439912602,0.112060363404453,0.769884457113221,1,0.841440979856998,0.42701113736257,1,0.847698217025027,0,0.792954555945471,0.68469759169966
0.70604402618017,0.259930234868079,0.482072221348062,1,0.403909371001646,0.768235654570162,1,0.360215016407892,0,0.274818531703204,0.674449100159109
0.695691417944618,0.783330086618662,0.57292708568275,1,0.253681010100991,0.69199118274264,1,0.729581135325134,0,0.771526084747165,0.756813645362854
0.73336485975422,0.219989587087184,0.102131872903556,1,0.281164038926363,0.217506679706275,1,0.428040490020066,0,0.178479778347537,0.894876658916473
0.730888878037222,0.054234940558672,0.220135251292959,1,0.0799913448281586,0.9387596254237,1,0.501193149480969,0,0.89103725226596,0.968422584235668
0.735652826628648,0.217337057460099,0.267908279784024,1,0.508679961785674,0.953107945155352,1,0.283973476849496,0,0.906766723142937,0.891790429828689
0.6813854324352,0.866508830804378,0.424236871534958,1,0.899960655951872,0.313162335893139,1,0.0125964740291238,0,0.545197016559541,0.640031967312098
0.778288624291308,0.69016664638184,0.156488381559029,1,0.418588434811682,0.826531977392733,1,0.982314892113209,0,0.892955870833248,0.808174749836326
