"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
0.962675867602229,0.32483915402554,0.259075454901904,0.185942228883505,0.8191327014938,0.228155524935573,0.891566147329286,0.445678827119991,0.0562411888968199,0.111561093479395,0.00769046484492719
0.107654161052778,0.304674195125699,0.8847447168082,0.513419187860563,0.24594943691045,0.951251130318269,0.129251021659002,0.518135364400223,0.804375506704673,0.715443785535172,0.695098007563502
0.308445436879992,0.232358130859211,0.936574335210025,0.193616864271462,0.734184605069458,0.0521946437656879,0.476975833298638,0.606431708903983,0.165215691318735,0.346702769398689,0.88655832153745
0.118731209309772,0.765118567273021,0.193103570723906,0.549994641682133,0.610899505671114,0.177160424878821,0.976436613127589,0.0341081395745277,0.898235352244228,0.170931345783174,0.357205147622153
0.73940170975402,0.0750131765380502,0.134498118888587,0.077482403954491,0.286775685613975,0.81739397905767,0.396397365722805,0.0269273647572845,0.410444091306999,0.155005002394319,0.893121126107872
0.0584193004760891,0.107800497207791,0.625992134213448,0.755857891635969,0.0257434798404574,0.59986350685358,0.402773858746514,0.800701017957181,0.208130391314626,0.305256070336327,0.305675219045952
0.696877349168062,0.174752154620364,0.952950280159712,0.348690128186718,0.744910600129515,0.56139086256735,0.753698010928929,0.638229540782049,0.622136352118105,0.108312879921868,0.631312732584774
0.587979361414909,0.26163844158873,0.807795364875346,0.125713900895789,0.0870332466438413,0.788988621672615,0.34966578730382,0.551846160786226,0.926213586935773,0.660429106093943,0.473794648423791
0.453332927776501,0.0482763245236129,0.695577611448243,0.0408096225000918,0.515148080186918,0.229596962220967,0.0120091184508055,0.976584447547793,0.698075827676803,0.229106440208852,0.874133292585611
0.828825118253008,0.421128524234518,0.702730677323416,0.112257476197556,0.327878785319626,0.729254451114684,0.773853907361627,0.539160836488008,0.48083268920891,0.258880000328645,0.245211026165634
0.962675867602229,0.32483915402554,0.259075454901904,0.185942228883505,0.8191327014938,0.228155524935573,0.891566147329286,0.445678827119991,0.0562411888968199,0.111561093479395,0.00769046484492719
0.107654161052778,0.304674195125699,0.8847447168082,0.513419187860563,0.24594943691045,0.951251130318269,0.129251021659002,0.518135364400223,0.804375506704673,0.715443785535172,0.695098007563502
0.308445436879992,0.232358130859211,0.936574335210025,0.193616864271462,0.734184605069458,0.0521946437656879,0.476975833298638,0.606431708903983,0.165215691318735,0.346702769398689,0.88655832153745
0.118731209309772,0.765118567273021,0.193103570723906,0.549994641682133,0.610899505671114,0.177160424878821,0.976436613127589,0.0341081395745277,0.898235352244228,0.170931345783174,0.357205147622153
0.73940170975402,0.0750131765380502,0.134498118888587,0.077482403954491,0.286775685613975,0.81739397905767,0.396397365722805,0.0269273647572845,0.410444091306999,0.155005002394319,0.893121126107872
0.0584193004760891,0.107800497207791,0.625992134213448,0.755857891635969,0.0257434798404574,0.59986350685358,0.402773858746514,0.800701017957181,0.208130391314626,0.305256070336327,0.305675219045952
0.696877349168062,0.174752154620364,0.952950280159712,0.348690128186718,0.744910600129515,0.56139086256735,0.753698010928929,0.638229540782049,0.622136352118105,0.108312879921868,0.631312732584774
0.587979361414909,0.26163844158873,0.807795364875346,0.125713900895789,0.0870332466438413,0.788988621672615,0.34966578730382,0.551846160786226,0.926213586935773,0.660429106093943,0.473794648423791
0.453332927776501,0.0482763245236129,0.695577611448243,0.0408096225000918,0.515148080186918,0.229596962220967,0.0120091184508055,0.976584447547793,0.698075827676803,0.229106440208852,0.874133292585611
0.828825118253008,0.421128524234518,0.702730677323416,0.112257476197556,0.327878785319626,0.729254451114684,0.773853907361627,0.539160836488008,0.48083268920891,0.258880000328645,0.245211026165634
0.962675867602229,0.32483915402554,0.259075454901904,0.185942228883505,0.8191327014938,0.228155524935573,0.891566147329286,0.445678827119991,0.0562411888968199,0.111561093479395,0.00769046484492719
0.107654161052778,0.304674195125699,0.8847447168082,0.513419187860563,0.24594943691045,0.951251130318269,0.129251021659002,0.518135364400223,0.804375506704673,0.715443785535172,0.695098007563502
0.308445436879992,0.232358130859211,0.936574335210025,0.193616864271462,0.734184605069458,0.0521946437656879,0.476975833298638,0.606431708903983,0.165215691318735,0.346702769398689,0.88655832153745
0.118731209309772,0.765118567273021,0.193103570723906,0.549994641682133,0.610899505671114,0.177160424878821,0.976436613127589,0.0341081395745277,0.898235352244228,0.170931345783174,0.357205147622153
0.73940170975402,0.0750131765380502,0.134498118888587,0.077482403954491,0.286775685613975,0.81739397905767,0.396397365722805,0.0269273647572845,0.410444091306999,0.155005002394319,0.893121126107872
0.0584193004760891,0.107800497207791,0.625992134213448,0.755857891635969,0.0257434798404574,0.59986350685358,0.402773858746514,0.800701017957181,0.208130391314626,0.305256070336327,0.305675219045952
