x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11
0.162375961116049,0.562198570929468,0.312475554412231,0.483512231474742,0.421490083215758,0.0110317515209317,0.364932590874378,0.883052790071815,0.895224800612777,0.648386412765831,0.814806631533429
0.293723746162141,0.0358439816627651,0.164541382575408,0.127640132349916,0.565040852176026,0.180561126209795,0.112190793862101,0.739679356105626,0.988392705458682,0.226001853821799,0.0291361594572663
0.95586373580154,0.655863620806485,0.845978060970083,0.623599292599829,0.792311500292271,0.101855222601444,0.0637206543295179,0.895369902718812,0.122236277558841,0.410500118276104,0.103963652160019
0.115443075739313,0.655413620639592,0.745527733350173,0.296935290668625,0.693454442312941,0.0878742525819689,0.535580659349216,0.998339109355584,0.698941508703865,0.494595446391031,0.498043288243935
0.580868440354243,0.888041611760855,0.600441197166219,0.36247224388062,0.904095982434228,0.787728036753833,0.445361766411224,0.366923130583018,0.168001269077649,0.167479874566197,0.256536962464452
0.414994932396803,0.0315161861944944,0.503195424564183,0.378200985433068,0.000343257794156671,0.81543240766041,0.0218076153367292,0.912508100736886,0.663065728888614,0.52362315217033,0.503241955535486
0.0696026958990842,0.546355188358575,0.179515501018614,0.693113987130346,0.302913546096534,0.795213344041258,0.902474577276735,0.0623376716393977,0.803083629306639,0.498943956103176,0.458386147161946
0.0325357613211963,0.624237148091197,0.126267195679247,0.95014316928573,0.709021998569369,0.991485845996067,0.6289035318885,0.851242790929973,0.482296286552446,0.407975659938529,0.684655112680048
0.0883174736809451,0.846681165043265,0.0165708360727876,0.0936779426236171,0.330031905090436,0.785321089671925,0.175361512298696,0.787954689702019,0.518156309396727,0.844492154195905,0.205807364545763
0.614784540480468,0.524006027728319,0.332732365932316,0.209304707631236,0.143686546944082,0.371281899278983,0.743154715618584,0.380808269605041,0.14650252587162,0.0475548021495342,0.804825027706102
0.795667129865615,0.674249493982643,0.965276108589023,0.853276059555355,0.401582001941279,0.902821302879602,0.715072672226233,0.954758075065911,0.384377760143252,0.0440566767938435,0.021007037255913
0.660904509725515,0.0525967266876251,0.710727269994095,0.848302027996397,0.772758356761187,0.98815454216674,0.55181674612686,0.495021457318217,0.372250148665626,0.361021402524784,0.439152114558965
0.906576637784019,0.809942451072857,0.805016805883497,0.928547122172313,0.380769322160631,0.585695838555694,0.963732343108859,0.572349691297859,0.325656544446247,0.946051903069019,0.039607438724488
0.976786433369853,0.358340313425288,0.699073517462239,0.876108095486416,0.286096388706937,0.239205724094063,0.862055464764126,0.295161900110543,0.86481331641553,0.540710679255426,0.672167285811156
0.829555167932995,0.631244631716982,0.0925173910800368,0.627165315294405,0.539157966850325,0.566273251548409,0.586964789696503,0.569086555857211,0.179219126253156,0.811452495632693,0.649262778460979
0.75497930139536,0.483179344097152,0.779185688123107,0.245505646138918,0.899987912038341,0.702793414937332,0.976649335678667,0.615496409824118,0.288056175597012,0.541803096188232,0.697302990360186
0.222133159043733,0.864042926346883,0.419690230628476,0.114468455937458,0.132484479341656,0.969676530221477,0.879482422227738,0.489915830083191,0.0205145118292421,0.491588652133942,0.956016761017963
0.0173678000690415,0.950728138443083,0.493083412991837,0.0318867484747898,0.739880001870915,0.509527822723612,0.163657659449382,0.781219249591231,0.728659130184678,0.885190701112151,0.228601686656475
0.126340602402342,0.342516392003745,0.935381804592907,0.348897687392309,0.856850747484714,0.639305650256574,0.211628878396004,0.193071157904342,0.0931587380240671,0.753740973072127,0.786187569145113
0.466964774357621,0.957543907221407,0.843510606093332,0.00821399409906007,0.460266902809963,0.344509796705097,0.29237370271585,0.819103266578168,0.974840431258781,0.769474192289636,0.937415555352345
0.266036103112856,0.509535629767925,0.0778178083710372,0.541246296279132,0.863889431580901,0.602462594164535,0.797238078666851,0.356974390568212,0.450165634637233,0.975948314415291,0.20853935345076
0.933664724353002,0.36392688145861,0.552739424398169,0.432011193037033,0.759430110920221,0.914321799064055,0.259700158855412,0.341039353748783,0.241916252288502,0.919056801358238,0.732023866847157
0.378446056880057,0.770568332402036,0.934392931638286,0.654353599925525,0.130042758537456,0.988319765077904,0.388182010815945,0.494448927463964,0.419626783207059,0.0461902320384979,0.0991662591695786
0.730503855255665,0.937359202187508,0.96059840451926,0.821403398312395,0.0716901076957583,0.818248737603426,0.407261661469238,0.958800168707967,0.260841797635658,0.438154176343232,0.547232498181984
0.444828039966524,0.204106667544693,0.379674891475588,0.17877264948911,0.449750982457772,0.189193121390417,0.522964295308338,0.0546970523428172,0.918991546216421,0.078736136900261,0.819920708658174
0.245237128384178,0.805672471644357,0.114301288034767,0.580809195007896,0.970203325385228,0.502696532988921,0.246065485401778,0.917290762765333,0.795370629627723,0.00114139867946506,0.0161483678966761
0.556246743281372,0.667681721504778,0.0156738865189254,0.0701369383721612,0.395018335897475,0.0230697246734053,0.089305577398045,0.410360892070457,0.436647712334525,0.412796476157382,0.0749852866865695
0.533864414511481,0.915231792023405,0.215397555148229,0.79109419513843,0.733494356274605,0.561471651541069,0.836598682537442,0.147318792762235,0.713597354519879,0.692137079779059,0.998775721760467
0.196035950549413,0.217518074670807,0.851316289976239,0.704644586308859,0.796106046298519,0.853783182566985,0.347804905055091,0.0380723141133785,0.539761548477691,0.18908929801546,0.702115114312619
0.370410985988565,0.596763842971995,0.0516327961813658,0.156308654055465,0.219464623369277,0.887420679209754,0.754877298860811,0.799339102115482,0.58049111412256,0.308025227393955,0.140923329163343
0.513177213864401,0.651557219680399,0.259517136728391,0.413781694520731,0.588633191306144,0.239583302289248,0.614310597605072,0.259896375704557,0.639028808596777,0.537739652907476,0.663750980747864
0.629218348982977,0.408400426153094,0.107869233237579,0.74956000703387,0.730029634665698,0.236850634682924,0.0282873575401027,0.122398072155192,0.207902485516388,0.940231339307502,0.149684314383194
0.48948764395318,0.408561505610123,0.52380592096597,0.567499365459662,0.439590715803206,0.837708670878783,0.49602524881484,0.792026712093502,0.832069147541188,0.847043666988611,0.824723017401993
0.862960913399002,0.836055355845019,0.46377968066372,0.273427868483122,0.554051040671766,0.733207940356806,0.307391419616761,0.877286478877068,0.30742974220193,0.718482191907242,0.3762787214946
0.803317373327445,0.0188558837398887,0.0370809880550951,0.459524005593266,0.0221745821181685,0.179961596848443,0.690440345671959,0.204924908699468,0.0468483760720119,0.00508175557479262,0.524527636589482
0.314980307652149,0.352380809839815,0.137965186033398,0.990472377429251,0.116134548094124,0.599485798040405,0.138620238867588,0.20639559510164,0.563739095174242,0.635857666842639,0.070501564303413
0.349033842829522,0.205333620076999,0.816852135583758,0.311172770085977,0.745348444674164,0.163163732271641,0.941272758692503,0.253126842901111,0.941254178935196,0.386161442613229,0.577487780246884
0.892570939462166,0.886937763541937,0.281660020584241,0.758934224082623,0.896578750340268,0.519780813250691,0.651811551168794,0.576263291295618,0.0563058296917006,0.653616616036743,0.375978968804702
0.694663677056087,0.926372888032347,0.623992026317865,0.903574330318952,0.51819207589142,0.70332017634064,0.802821752504678,0.347147204214707,0.760063266434008,0.149224032647908,0.471216443693265
0.705048413784243,0.148172164568678,0.408873167121783,0.508784678688971,0.671358910854906,0.242357037262991,0.468539673829218,0.558678135974333,0.605169488146203,0.666145666735247,0.504609321244061
